log10(M_1i)(Msun),q_i(M_2i/M_1i),log10(P_i)(days),logL_1,logL_2,logT_1,logT_2,M_env_1,He_core_1,R_1(Rsun),R_2(Rsun),Mdot_w_1,Mdot_w_2,Mdot_rlo_2,case,"wfpc2,2,f450w,a2d7,cont#50180",Z,eps,"wfpc2,2,f606w,a2d7,cont#50180","wfpc2,2,f814w,a2d7,cont#50180"
1.24,0.775,1.6,5.225089,4.517326,4.937005,4.468179,0.05127581,6.5874,1.8349692887012845,7.007451490284898,3.343913233371668e-06,6.35225611527947e-09,0.0,EB,11.478498660969203 VEGAMAG,0.005,0.1,16.77991852577497 VEGAMAG,18.769340234652887 VEGAMAG
1.24,0.825,1.6,5.225636,4.627638,4.933384,4.462908,0.05621076,6.590369,1.867011529975032,8.151884167026282,3.309908590021042e-06,9.811197089399402e-09,0.0,EB,10.789741589803498 VEGAMAG,0.005,0.1,16.75602075542391 VEGAMAG,18.73737929369201 VEGAMAG
1.24,0.875,1.6,5.225998,4.738656,4.933489,4.447158,0.0555573,6.593703,1.8651295377816748,9.96009544099748,3.3138816940644194e-06,1.3786911887139292e-08,0.0,EB,10.809260032202072 VEGAMAG,0.005,0.1,16.75781301476425 VEGAMAG,18.739316787857828 VEGAMAG
1.24,0.925,1.6,5.226446,4.851782,4.931342,4.41481,0.05850974,6.594536,1.889120235346273,13.167975201899411,3.287660774051088e-06,1.6136487281190334e-08,0.0,EB,10.446898166872645 VEGAMAG,0.005,0.1,16.738254186642273 VEGAMAG,18.716469479257544 VEGAMAG
1.24,0.425,1.7,5.217757,3.611489,4.957295,4.397002,0.01240814,6.537811,1.6558294403370069,3.4276691837035465,3.567878035367583e-06,6.23921569758618e-11,0.0,EB,17.494992519606896 VEGAMAG,0.005,0.1,16.924518310586947 VEGAMAG,18.968367626859454 VEGAMAG
1.24,0.475,1.7,5.219872,3.763634,4.95294,4.415587,0.02501251,6.553099,1.6895844349592564,3.7488848420269054,3.5241549888362903e-06,1.4771547658288896e-10,0.0,EB,15.776814739951629 VEGAMAG,0.005,0.1,16.896543549269797 VEGAMAG,18.9337327774753 VEGAMAG
1.24,0.525,1.7,5.221973,3.906786,4.949055,4.431184,0.0337725,6.565471,1.7260771366652472,4.114182949533563,3.476362047879868e-06,3.220342028356489e-10,0.0,EB,14.179402753636069 VEGAMAG,0.005,0.1,16.86518655700347 VEGAMAG,18.890567870126503 VEGAMAG
1.24,0.575,1.7,5.22313,4.040704,4.945918,4.444385,0.03973645,6.572763,1.7516571251926776,4.516890891329537,3.440218286359969e-06,6.525593248947766e-10,0.0,EB,13.331298621579734 VEGAMAG,0.005,0.1,16.84578564561436 VEGAMAG,18.86034197227903 VEGAMAG
1.24,0.625,1.7,5.224058,4.166773,4.941649,4.455189,0.04584996,6.579743,1.788938456009942,4.9689599919885525,3.3973399022401844e-06,1.2418438760452803e-09,0.0,EB,12.462238583394754 VEGAMAG,0.005,0.1,16.8167981385039 VEGAMAG,18.821095250845772 VEGAMAG
1.24,0.675,1.7,5.225028,4.286288,4.938614,4.463512,0.0509859,6.584848,1.815221805892464,5.48753243209817,3.3655883833297625e-06,2.238401560933273e-09,0.0,EB,11.819444810611891 VEGAMAG,0.005,0.1,16.797101740722677 VEGAMAG,18.79278514226423 VEGAMAG
1.24,0.725,1.7,5.22592,4.402271,4.932352,4.468298,0.05694717,6.59214,1.8703410250094896,6.134732070298941,3.3049888602719314e-06,3.853301575091815e-09,0.0,EB,10.62082428333893 VEGAMAG,0.005,0.1,16.75606736021559 VEGAMAG,18.7359319026436 VEGAMAG
1.24,0.775,1.7,5.226539,4.517233,4.931583,4.468154,0.05747451,6.59537,1.880043941629692,7.007528939928937,3.295793553990702e-06,6.348205836047458e-09,0.0,EB,10.492859635810728 VEGAMAG,0.005,0.1,16.74777206298348 VEGAMAG,18.726377033233618 VEGAMAG
1.24,0.825,1.7,5.226763,4.627581,4.928515,4.462891,0.06045345,6.597974,1.90637880102115,8.151976142539262,3.269301697751354e-06,9.807221858500269e-09,0.0,EB,10.047115733055815 VEGAMAG,0.005,0.1,16.7297557103597 VEGAMAG,18.70345747319132 VEGAMAG
1.24,0.875,1.7,5.227245,4.738606,4.92875,4.447138,0.06192508,6.599433,1.904989121646997,9.960446336877892,3.271048624435774e-06,1.3781325804458656e-08,0.0,EB,10.077902840623516 VEGAMAG,0.005,0.1,16.730406509112367 VEGAMAG,18.704358774334136 VEGAMAG
1.24,0.925,1.7,5.227228,4.85176,4.926733,4.414778,0.0622292,6.601308,1.9219009435802368,13.169612604398145,3.253254206447789e-06,1.6129280697703022e-08,0.0,EB,9.8202189964231 VEGAMAG,0.005,0.1,16.719380989679117 VEGAMAG,18.690911091252744 VEGAMAG
1.24,0.425,1.8,5.219045,3.61115,4.954692,4.396916,0.02034842,6.5475,1.6756943294110345,3.42769128277469,3.541864968905529e-06,6.223146143277295e-11,0.0,EB,16.55764490518187 VEGAMAG,0.005,0.1,16.908034689244634 VEGAMAG,18.9477912107435 VEGAMAG
1.24,0.475,1.8,5.221972,3.76332,4.950302,4.415505,0.03244918,6.563882,1.7166616295727766,3.7489349086940713,3.488004206372517e-06,1.4737268633932602e-10,0.0,EB,14.634821095086732 VEGAMAG,0.005,0.1,16.872117137733056 VEGAMAG,18.901885509246814 VEGAMAG
1.24,0.525,1.8,5.223486,3.906532,4.944702,4.431118,0.0420127,6.574222,1.76478051474458,4.114214211398221,3.4292804215237187e-06,3.2144524069581953e-10,0.0,EB,13.074419133319724 VEGAMAG,0.005,0.1,16.834278267146377 VEGAMAG,18.843530914977443 VEGAMAG
1.24,0.575,1.8,5.224283,4.0405,4.940343,4.444337,0.04682684,6.581306,1.7996957870160712,4.51682432845594,3.384456994575008e-06,6.516554023574142e-10,0.0,EB,12.187302965621436 VEGAMAG,0.005,0.1,16.808830624546715 VEGAMAG,18.810499158499677 VEGAMAG
1.24,0.625,1.8,5.22528,4.166589,4.936224,4.455141,0.05288275,6.58865,1.8400431179364185,4.969004613856408,3.339688799053396e-06,1.2402721733163963e-09,0.0,EB,11.323508175911769 VEGAMAG,0.005,0.1,16.77685130821551 VEGAMAG,18.76406375367707 VEGAMAG
1.24,0.675,1.8,5.226178,4.286146,4.932459,4.463478,0.05708149,6.594432,1.8782595254122092,5.487497052783169,3.29889885362926e-06,2.236309970060058e-09,0.0,EB,10.6283164799159 VEGAMAG,0.005,0.1,16.7464869321325 VEGAMAG,18.726519261386862 VEGAMAG
1.24,0.725,1.8,5.226964,4.402183,4.927128,4.468277,0.06137661,6.600266,1.9234353788011909,6.134695343478079,3.253149335613169e-06,3.8510929421685665e-09,0.0,EB,9.863135246351195 VEGAMAG,0.005,0.1,16.71600258518371 VEGAMAG,18.688197699549075 VEGAMAG
1.24,0.775,1.8,5.226948,4.517174,4.926932,4.468136,0.06272792,6.600058,1.918241577487595,7.007616071801682,3.256521876487415e-06,6.345648326637414e-09,0.0,EB,9.846736201557434 VEGAMAG,0.005,0.1,16.722685719951066 VEGAMAG,18.694552138611744 VEGAMAG
1.24,0.825,1.8,5.227454,4.627518,4.923671,4.462869,0.06495304,6.604017,1.94929469113628,8.152199515962607,3.227787980116572e-06,9.802774220638951e-09,0.0,EB,9.471244257124328 VEGAMAG,0.005,0.1,16.701289545376547 VEGAMAG,18.667299002165954 VEGAMAG
1.24,0.875,1.8,5.227949,4.738524,4.922223,4.447125,0.06638268,6.607142,1.965068527260141,9.96008626741479,3.211781557541181e-06,1.3774378100448164e-08,0.0,EB,9.317295865520144 VEGAMAG,0.005,0.1,16.689692648594093 VEGAMAG,18.651871428824023 VEGAMAG
1.24,0.925,1.8,5.227842,4.851679,4.921119,4.41478,0.06819674,6.605944,1.9733367320598612,13.168248088177595,3.2077240478848177e-06,1.61238221824839e-08,0.0,EB,9.208965532632975 VEGAMAG,0.005,0.1,16.68509440269886 VEGAMAG,18.64492653079165 VEGAMAG
1.24,0.375,1.9,5.217905,3.444769,4.957113,4.375711,0.01285083,6.538983,1.6558332530295825,3.120469197724757,3.5687571853413586e-06,4.888706898493131e-10,0.0,EB,17.449142604235753 VEGAMAG,0.005,0.1,16.925160538556202 VEGAMAG,18.968690687738242 VEGAMAG
1.24,0.425,1.9,5.220949,3.610776,4.951513,4.396821,0.02950222,6.557814,1.7052242495196006,3.427714171248577,3.503313478694796e-06,6.205546010455538e-11,0.0,EB,15.136561335742897 VEGAMAG,0.005,0.1,16.881854928082838 VEGAMAG,18.916024908573693 VEGAMAG
1.24,0.475,1.9,5.223181,3.763034,4.945434,4.415433,0.03978964,6.573857,1.7567647151665988,3.748938361592316,3.4375498115930887e-06,1.470652278034825e-10,0.0,EB,13.226011251666414 VEGAMAG,0.005,0.1,16.841346219102142 VEGAMAG,18.853410397207455 VEGAMAG
1.24,0.525,1.9,5.224613,3.906293,4.939891,4.431058,0.04839912,6.58378,1.8108067303566515,4.114236947448994,3.372430434982231e-06,3.2089725345153487e-10,0.0,EB,12.082462439342876 VEGAMAG,0.005,0.1,16.79723099009354 VEGAMAG,18.79769244103986 VEGAMAG
1.24,0.575,1.9,5.225433,4.040324,4.935369,4.444292,0.05419998,6.588129,1.8438831686287456,4.516844089206662,3.334970525723256e-06,6.508591279879806e-10,0.0,EB,11.160789852549236 VEGAMAG,0.005,0.1,16.775512565907285 VEGAMAG,18.760937831882746 VEGAMAG
1.24,0.625,1.9,5.226691,4.16646,4.930905,4.455108,0.05896071,6.596724,1.886811871111524,4.969020632060556,3.288682898929136e-06,1.2391760184223407e-09,0.0,EB,10.386474593700303 VEGAMAG,0.005,0.1,16.742636849104777 VEGAMAG,18.720012551161226 VEGAMAG
1.24,0.675,1.9,5.227266,4.286035,4.9264,4.463449,0.06378431,6.600943,1.924677192779168,5.487529904996677,3.254153238004613e-06,2.234626784674738e-09,0.0,EB,9.780149311125895 VEGAMAG,0.005,0.1,16.717650353564462 VEGAMAG,18.688590092985784 VEGAMAG
1.24,0.725,1.9,5.227511,4.402114,4.923088,4.468256,0.06554268,6.605058,1.959004799482728,6.134802699418586,3.218985348797244e-06,3.8492578134222195e-09,0.0,EB,9.404587556016349 VEGAMAG,0.005,0.1,16.69284949573846 VEGAMAG,18.657417236625097 VEGAMAG
1.24,0.775,1.9,5.227833,4.51709,4.921982,4.468111,0.06726055,6.606517,1.9713248656776097,7.007737090088919,3.208809982121505e-06,6.341996528999514e-09,0.0,EB,9.28840236868391 VEGAMAG,0.005,0.1,16.683783344299165 VEGAMAG,18.64530043610426 VEGAMAG
1.24,0.825,1.9,5.228345,4.627448,4.918836,4.462843,0.07004978,6.609642,2.002195126809412,8.15254303493541,3.183200541375705e-06,9.797448741387031e-09,0.0,EB,8.983605358777313 VEGAMAG,0.005,0.1,16.662868971682265 VEGAMAG,18.620288024644278 VEGAMAG
1.24,0.875,1.9,5.228435,4.738458,4.916984,4.44711,0.07099306,6.612247,2.0169558877985976,9.960024345952627,3.169166087526021e-06,1.3768670281394122e-08,0.0,EB,8.820505057620402 VEGAMAG,0.005,0.1,16.654635183841503 VEGAMAG,18.60942953429102 VEGAMAG
1.24,0.925,1.9,5.228559,4.851626,4.916689,4.41476,0.07146396,6.611309,2.0143735025054066,13.168672589184188,3.172575747647281e-06,1.6116361488102368e-08,0.0,EB,8.800649941617266 VEGAMAG,0.005,0.1,16.65863453975237 VEGAMAG,18.613128936986648 VEGAMAG
1.24,0.375,2.0,5.219652,3.444302,4.954121,4.375594,0.02221904,6.550313,1.680593579337455,3.12048572360399,3.537374167843512e-06,4.877204883673678e-10,0.0,EB,16.307909805489015 VEGAMAG,0.005,0.1,16.903812012644604 VEGAMAG,18.942768741194445 VEGAMAG
1.24,0.425,2.0,5.222226,3.610457,4.947326,4.39674,0.03627141,6.56771,1.73788085927779,3.427731535020375,3.461537174556088e-06,6.190560894994832e-11,0.0,EB,13.668768759556142 VEGAMAG,0.005,0.1,16.857291432768836 VEGAMAG,18.878169235130848 VEGAMAG
1.24,0.475,2.0,5.22449,3.76278,4.940675,4.415369,0.04756125,6.58128,1.797393223548141,3.7489513099890552,3.388316728891094e-06,1.4679153096987036e-10,0.0,EB,12.257131903818472 VEGAMAG,0.005,0.1,16.810327507368616 VEGAMAG,18.812791407346406 VEGAMAG
1.24,0.525,2.0,5.225941,3.906074,4.933608,4.431,0.05513635,6.592713,1.8596752021178649,4.114282419927472,3.316660358388256e-06,3.203922482686665e-10,0.0,EB,10.835382399313982 VEGAMAG,0.005,0.1,16.76372177160229 VEGAMAG,18.74539087623419 VEGAMAG
1.24,0.575,2.0,5.226651,4.040187,4.930398,4.444256,0.05998303,6.596047,1.894969394041448,4.516884651018468,3.2809378218193588e-06,6.502299956686482e-10,0.0,EB,10.305998776453265 VEGAMAG,0.005,0.1,16.735303552970443 VEGAMAG,18.711649454446004 VEGAMAG
1.24,0.625,2.0,5.22748,4.166338,4.924786,4.455076,0.0638992,6.603808,1.9378144943845976,4.969074407837862,3.2356534429493487e-06,1.238140700275317e-09,0.0,EB,9.59476954880936 VEGAMAG,0.005,0.1,16.709585687589502 VEGAMAG,18.678081579662535 VEGAMAG
1.24,0.675,2.0,5.228023,4.285938,4.922078,4.463421,0.06766407,6.60709,1.9712595030984488,5.487627199244269,3.2115079393844413e-06,2.233114543608955e-09,0.0,EB,9.297211992932766 VEGAMAG,0.005,0.1,16.683460862064848 VEGAMAG,18.645229592694527 VEGAMAG
1.24,0.725,2.0,5.227963,4.402023,4.917391,4.468228,0.07044808,6.610371,2.0053773248964264,6.134946785344098,3.179523212855444e-06,3.84683005058772e-09,0.0,EB,8.86459988395248 VEGAMAG,0.005,0.1,16.66545258618864 VEGAMAG,18.620754403949338 VEGAMAG
1.24,0.775,2.0,5.228571,4.517017,4.917584,4.468089,0.0715383,6.611309,2.015485601833212,7.007854883228903,3.1721155581120493e-06,6.33882847243569e-09,0.0,EB,8.868809752105397 VEGAMAG,0.005,0.1,16.653732322809233 VEGAMAG,18.609323127760774 VEGAMAG
1.24,0.825,2.0,5.228881,4.627372,4.913329,4.462827,0.07440198,6.614643,2.050809402899129,8.152437912838412,3.143279498966041e-06,9.792802594742596e-09,0.0,EB,8.519412510509047 VEGAMAG,0.005,0.1,16.633552891276487 VEGAMAG,18.579693314975923 VEGAMAG
1.24,0.875,2.0,5.228909,4.738396,4.911764,4.447097,0.07558031,6.616205,2.057778853793967,9.959914264303755,3.136144031425981e-06,1.3763123280443262e-08,0.0,EB,8.409000441777994 VEGAMAG,0.005,0.1,16.63254978585963 VEGAMAG,18.575648356680137 VEGAMAG
1.24,0.925,2.0,5.229116,4.8516,4.91284,4.414719,0.07543664,6.616049,2.058668882225125,13.17076497265171,3.135342576377988e-06,1.6107680252329135e-08,0.0,EB,8.478236138502371 VEGAMAG,0.005,0.1,16.627249950967137 VEGAMAG,18.57209173419063 VEGAMAG
1.24,0.375,2.1,5.220868,3.444008,4.951832,4.375519,0.02790925,6.557918,1.7024105422091895,3.1204936273163004,3.509990976652552e-06,4.869966794268162e-10,0.0,EB,15.280215384819043 VEGAMAG,0.005,0.1,16.88421046717587 VEGAMAG,18.919222176900085 VEGAMAG
1.24,0.425,2.1,5.223638,3.610164,4.943741,4.396665,0.04263299,6.576487,1.771061735298954,3.4277631057399045,3.4173227673169174e-06,6.176749660047991e-11,0.0,EB,12.885634451102774 VEGAMAG,0.005,0.1,16.830280755148756 VEGAMAG,18.83765218661216 VEGAMAG
1.24,0.475,2.1,5.225318,3.762548,4.935272,4.415311,0.0541924,6.589223,1.8475474454762968,3.7489599422783946,3.330864761574368e-06,1.4654196137185802e-10,0.0,EB,11.13889908980465 VEGAMAG,0.005,0.1,16.771571994851556 VEGAMAG,18.75678769516864 VEGAMAG
1.24,0.525,2.1,5.226914,3.905953,4.929026,4.43097,0.06055227,6.598651,1.9005364357159475,4.1142909460731385,3.274628218835617e-06,3.2011571876768983e-10,0.0,EB,10.117800221221842 VEGAMAG,0.005,0.1,16.734392822881055 VEGAMAG,18.708633749549684 VEGAMAG
1.24,0.575,2.1,5.227384,4.040055,4.924619,4.444225,0.06419305,6.602975,1.9398756872650649,4.516848249375725,3.2381428227783382e-06,6.496448500456633e-10,0.0,EB,9.575538005619697 VEGAMAG,0.005,0.1,16.707959887324737 VEGAMAG,18.676118951303067 VEGAMAG
1.24,0.625,2.1,5.228329,4.166204,4.919278,4.455042,0.07032108,6.608861,1.99695142054285,4.969066398642656,3.186236438468401e-06,1.237012248797385e-09,0.0,EB,9.02571815389759 VEGAMAG,0.005,0.1,16.666759639106395 VEGAMAG,18.62471428176391 VEGAMAG
1.24,0.675,2.1,5.228741,4.285828,4.916618,4.46339,0.07129825,6.614018,2.015978982132748,5.487708068503078,3.170932520081896e-06,2.231444039455386e-09,0.0,EB,8.79350468382826 VEGAMAG,0.005,0.1,16.6571969841669 VEGAMAG,18.611625173007567 VEGAMAG
1.24,0.725,2.1,5.229217,4.40194,4.913513,4.468208,0.07490707,6.614539,2.045751131238906,6.134938309607744,3.146900417192885e-06,3.844740212225731e-09,0.0,EB,8.537301520593548 VEGAMAG,0.005,0.1,16.638155781054643 VEGAMAG,18.58489904414961 VEGAMAG
1.24,0.775,2.1,5.229061,4.516946,4.912526,4.468068,0.07568745,6.61631,2.059762276503044,7.007990428470117,3.1352342873519143e-06,6.335661998430663e-09,0.0,EB,8.456299306866239 VEGAMAG,0.005,0.1,16.627375698250123 VEGAMAG,18.571538992264816 VEGAMAG
1.24,0.825,2.1,5.229563,4.627318,4.909245,4.462808,0.07846464,6.618602,2.0915906897654857,8.15262187739771,3.111687677271394e-06,9.789015135455476e-09,0.0,EB,8.220697907928864 VEGAMAG,0.005,0.1,16.60737679537106 VEGAMAG,18.5470400882362 VEGAMAG
1.24,0.875,2.1,5.229761,4.738351,4.908222,4.447075,0.0783349,6.62131,2.102358620507172,9.960391293569367,3.103659006184547e-06,1.3757800261972945e-08,0.0,EB,8.151815100410335 VEGAMAG,0.005,0.1,16.600417643344855 VEGAMAG,18.538856373854937 VEGAMAG
1.24,0.925,2.1,5.229569,4.851555,4.908339,4.414712,0.07788558,6.621102,2.0969028018792413,13.170492034216007,3.1070768845825e-06,1.61034155469856e-08,0.0,EB,8.163937915974595 VEGAMAG,0.005,0.1,16.605584305568613 VEGAMAG,18.544165405091842 VEGAMAG
1.24,0.375,2.2,5.222662,3.443514,4.946983,4.375393,0.03795017,6.570133,1.7425345588135457,3.120543205604698,3.452764835688693e-06,4.857837689207969e-10,0.0,EB,13.579197154094745 VEGAMAG,0.005,0.1,16.852881599398092 VEGAMAG,18.87239194559379 VEGAMAG
1.24,0.425,2.2,5.225026,3.609858,4.938038,4.396588,0.05087131,6.584691,1.821829793159405,3.4277725770124654,3.3596187779403563e-06,6.162543530045798e-11,0.0,EB,11.696603946157571 VEGAMAG,0.005,0.1,16.791519957538238 VEGAMAG,18.784735528636073 VEGAMAG
1.24,0.475,2.2,5.226468,3.762373,4.929675,4.415268,0.06015251,6.597375,1.9013046046903577,3.748948720306129,3.2760008064631748e-06,1.4635750589971448e-10,0.0,EB,10.201067236886498 VEGAMAG,0.005,0.1,16.73093849729653 VEGAMAG,18.70597444328387 VEGAMAG
1.24,0.525,2.2,5.227656,3.905811,4.923855,4.430937,0.06557272,6.60485,1.9532723394138007,4.114237894787169,3.2255665002292945e-06,3.1980628906786265e-10,0.0,EB,9.484725836866959 VEGAMAG,0.005,0.1,16.6961200852844 VEGAMAG,18.662571085314138 VEGAMAG
1.24,0.575,2.2,5.228052,4.039951,4.920724,4.4442,0.06832354,6.607975,1.981154293619528,4.516818088236831,3.2012898672892054e-06,6.49196246241531e-10,0.0,EB,9.165795033972111 VEGAMAG,0.005,0.1,16.678117156551586 VEGAMAG,18.63751109856745 VEGAMAG
1.24,0.625,2.2,5.228852,4.166124,4.914842,4.455025,0.07223159,6.614643,2.035043514494688,4.969009190480896,3.155811104427417e-06,1.2363971633608031e-09,0.0,EB,8.641741009955878 VEGAMAG,0.005,0.1,16.64403473731317 VEGAMAG,18.594763980315022 VEGAMAG
1.24,0.675,2.2,5.228983,4.285737,4.910659,4.463371,0.07641799,6.617976,2.07607768309836,5.487613299960428,3.119887973561504e-06,2.2301752921063982e-09,0.0,EB,8.320769838964937 VEGAMAG,0.005,0.1,16.61773905807634 VEGAMAG,18.55936152483178 VEGAMAG
1.24,0.725,2.2,5.229802,4.401864,4.908324,4.46819,0.07781845,6.620841,2.095519468416432,6.134900168939059,3.1102263756703465e-06,3.842952354061396e-09,0.0,EB,8.164538351373489 VEGAMAG,0.005,0.1,16.60707845807061 VEGAMAG,18.545640690266964 VEGAMAG
1.24,0.775,2.2,5.229623,4.516891,4.908383,4.468057,0.07807167,6.62131,2.098357589393078,7.007885542042125,3.1056678053356675e-06,6.333751206115325e-09,0.0,EB,8.164877177403946 VEGAMAG,0.005,0.1,16.603898834919327 VEGAMAG,18.542535236908506 VEGAMAG
1.24,0.825,2.2,5.230023,4.627286,4.905984,4.462798,0.08003704,6.622456,2.117591085344422,8.152704475080778,3.0937983250555197e-06,9.786986742008076e-09,0.0,EB,8.01792587486695 VEGAMAG,0.005,0.1,16.593631751756114 VEGAMAG,18.529305896618855 VEGAMAG
1.24,0.875,2.2,5.230001,4.738324,4.905071,4.447066,0.08044841,6.624644,2.1319744710330206,9.960505967472049,3.0822225962529195e-06,1.3755361233251806e-08,0.0,EB,7.957926550114829 VEGAMAG,0.005,0.1,16.582645207227177 VEGAMAG,18.517384406233113 VEGAMAG
1.24,0.925,2.2,5.230108,4.851526,4.905716,4.414716,0.08143427,6.622144,2.1233828238228467,13.169794550576968,3.089164248352585e-06,1.6102414432021684e-08,0.0,EB,7.998532240287174 VEGAMAG,0.005,0.1,16.58878507626557 VEGAMAG,18.524156722011917 VEGAMAG
1.24,0.375,2.3,5.22393,3.443166,4.941895,4.375306,0.04551694,6.578649,1.7874327048310323,3.1205453612003224,3.397230386706375e-06,4.849310580836125e-10,0.0,EB,12.512634449116138 VEGAMAG,0.005,0.1,16.817663020546426 VEGAMAG,18.822364458065557 VEGAMAG
1.24,0.425,2.3,5.226305,3.609644,4.932833,4.396535,0.05597454,6.593703,1.86812443055086,3.4277544237630475,3.3105640906921404e-06,6.152760354979968e-11,0.0,EB,10.69912366201471 VEGAMAG,0.005,0.1,16.756816466212268 VEGAMAG,18.73742525856856 VEGAMAG
1.24,0.475,2.3,5.227456,3.762204,4.924798,4.415225,0.06491718,6.604017,1.9481110062931468,3.748946993851839,3.2303977566215205e-06,1.4617833133909375e-10,0.0,EB,9.584482997664471 VEGAMAG,0.005,0.1,16.698029050914105 VEGAMAG,18.666548790083176 VEGAMAG
1.24,0.525,2.3,5.228361,3.905671,4.918723,4.430901,0.06944917,6.610684,1.9957011151631296,4.11424926286229,3.187109611173517e-06,3.1949053751248905e-10,0.0,EB,8.981431075259316 VEGAMAG,0.005,0.1,16.67038902665358 VEGAMAG,18.627655075402693 VEGAMAG
1.24,0.575,2.3,5.228583,4.039832,4.915958,4.444169,0.07235153,6.612976,2.027903571085542,4.516844089206662,3.1609745557337296e-06,6.486687857853505e-10,0.0,EB,8.730966944206545 VEGAMAG,0.005,0.1,16.64710470625316 VEGAMAG,18.600807650655494 VEGAMAG
1.24,0.625,2.3,5.229304,4.166009,4.909418,4.454994,0.0766057,6.619643,2.080707822878339,4.969060677796842,3.119449792075283e-06,1.2354039909945946e-09,0.0,EB,8.242031542715768 VEGAMAG,0.005,0.1,16.61799026063867 VEGAMAG,18.557842281626183 VEGAMAG
1.24,0.675,2.3,5.230031,4.285661,4.907073,4.463348,0.07887567,6.622977,2.1112919897950584,5.487718177244224,3.093997796034949e-06,2.229020178467797e-09,0.0,EB,8.0805861185552 VEGAMAG,0.005,0.1,16.595808631679844 VEGAMAG,18.532945235632873 VEGAMAG
1.24,0.725,2.3,5.229777,4.401819,4.905278,4.468177,0.08074822,6.622456,2.1210118748706788,6.134949610592152,3.0910284332558546e-06,3.841846422624925e-09,0.0,EB,7.979253621923624 VEGAMAG,0.005,0.1,16.592997354941076 VEGAMAG,18.527935962097047 VEGAMAG
1.24,0.775,2.3,5.229914,4.516868,4.906243,4.468045,0.07990174,6.623081,2.1137211840796435,7.008077566081028,3.096998535579328e-06,6.332540849685253e-09,0.0,EB,8.035042767026967 VEGAMAG,0.005,0.1,16.59657461002253 VEGAMAG,18.532576939478176 VEGAMAG
1.24,0.825,2.3,5.230565,4.627235,4.902268,4.462773,0.0839709,6.626102,2.1632031167755152,8.15317567332145,3.062435849031222e-06,9.782863638082292e-09,0.0,EB,7.796516948948977 VEGAMAG,0.005,0.1,16.562250672801234 VEGAMAG,18.492713406388848 VEGAMAG
1.24,0.875,2.3,5.230769,4.738261,4.899656,4.447049,0.08472458,6.629124,2.187429173729571,9.960533489405144,3.0474037665871774e-06,1.3749597975012004e-08,0.0,EB,7.6626518728171895 VEGAMAG,0.005,0.1,16.548748378415503 VEGAMAG,18.47472869756498 VEGAMAG
1.24,0.925,2.3,5.230982,4.851474,4.899575,4.414672,0.08474413,6.629957,2.190820015385844,13.171644479421497,3.044212746006443e-06,1.609136922243191e-08,0.0,EB,7.656042538961138 VEGAMAG,0.005,0.1,16.54571987917256 VEGAMAG,18.47155479598486 VEGAMAG
1.24,0.425,2.4,5.227035,3.609455,4.927647,4.396487,0.06320301,6.598703,1.9207294705998617,3.427764684283514,3.2561919627760708e-06,6.143982924162937e-11,0.0,EB,9.926311027141164 VEGAMAG,0.005,0.1,16.71694615080677 VEGAMAG,18.68983833813846 VEGAMAG
1.24,0.475,2.4,5.228395,3.762018,4.918585,4.415177,0.06975002,6.610476,1.997706119625912,3.748972027516861,3.1837503081036058e-06,1.4597920696254742e-10,0.0,EB,8.968024261700062 VEGAMAG,0.005,0.1,16.66878032371198 VEGAMAG,18.625856862318276 VEGAMAG
1.24,0.525,2.4,5.229014,3.905529,4.914009,4.430865,0.07308528,6.61631,2.04868930382854,4.114273893799474,3.146002040708736e-06,3.1916554378665245e-10,0.0,EB,8.56838068718827 VEGAMAG,0.005,0.1,16.632972401399048 VEGAMAG,18.581206113233332 VEGAMAG
1.24,0.575,2.4,5.229347,4.039718,4.911181,4.444139,0.07563735,6.618081,2.0746469408773747,4.5168836109674615,3.1204052505818587e-06,6.481507083525523e-10,0.0,EB,8.354483719558951 VEGAMAG,0.005,0.1,16.617156534757243 VEGAMAG,18.559500124823877 VEGAMAG
1.24,0.625,2.4,5.230019,4.165937,4.906532,4.454975,0.07930183,6.622925,2.120576772005159,4.9690766961817205,3.09177584598294e-06,1.2348266675016222e-09,0.0,EB,8.042838457107699 VEGAMAG,0.005,0.1,16.588406475449304 VEGAMAG,18.524805464638316 VEGAMAG
1.24,0.675,2.4,5.229981,4.285614,4.904226,4.463335,0.08153523,6.624435,2.134000908603139,5.487758612395014,3.078846236900904e-06,2.2283376593333202e-09,0.0,EB,7.91530149219871 VEGAMAG,0.005,0.1,16.584006670250012 VEGAMAG,18.51774044620906 VEGAMAG
